,student_id,text,text_clean,text_len_log,lemmas,time_log,time_read_log,log_punct_num,mark,score_0,score_1,score_2,Preprocessed_texts
12,24029164287,"Если ребёнок не знает как обращаться с морской свинкой нужно дать совет.<div>Нужно как и многим животным менять клетку раз в неделю,наливать воду регулярно.Также нужно через день (на выбор) подсыпать корм животному или насыпать новый корм.</div>",если ребёнок не знает как обращаться с морской свинкой нужно дать совет нужно как и многим животным менять клетку раз в неделю наливать воду регулярно также нужно через день на выбор подсыпать корм животному или насыпать новый корм,7.851749041,ребёнок знать обращаться морской свинка нужно дать совет нужно многий животное менять клетка неделя наливать вода регулярно также нужно день выбор подсыпать корм животный насыпать новый корм,"8,28077077",1,3.459431619,0,1,0,0,"['ребёнок', 'знать', 'обращаться', 'морской', 'свинка', 'нужно', 'дать', 'совет', 'нужно', 'многий', 'животное', 'менять', 'клетка', 'неделя', 'наливать', 'вода', 'регулярно', 'также', 'нужно', 'день', 'выбор', 'подсыпать', 'корм', 'животный', 'насыпать', 'новый', 'корм']"
13,24035580275,если у них пропал аппетит то они приболели нужны тренажеры чтобы животное могло больше двигаться<div><br></div>,если у них пропал аппетит то они приболели нужны тренажеры чтобы животное могло больше двигаться,6.584962501,пропасть аппетит приболеть нужный тренажёр животное мочь большой двигаться,"7,754887502",6.714245518,2.807354922,1,0,1,0,"['пропасть', 'аппетит', 'приболеть', 'нужный', 'тренажёр', 'животное', 'мочь', 'большой', 'двигаться']"
14,24024145923,ей нужна клетка и игрушки что бы она не скучала и ещё её нужно регулярно кормить,ей нужна клетка и игрушки чтобы она не скучала и ещё её нужно регулярно кормить,6.303780748,нужный клетка игрушка скучать нужно регулярно кормить,"6,554588852",7.50779464,0,1,0,1,0,"['нужный', 'клетка', 'игрушка', 'скучать', 'нужно', 'регулярно', 'кормить']"
15,52007857695,1) Кормить и ухаживать за ним.<div>2)Менять наполнитель.</div><div>3)играть сним.</div>,кормить и ухаживать за ним менять наполнитель играть с ним,5.857980995,кормить ухаживать менять наполнитель играть,"7,187807329",3.803330378,4,0,1,0,0,"['кормить', 'ухаживать', 'менять', 'наполнитель', 'играть']"
16,24008371294,для морской свинки нужна клетка достаточно просторная как морским свинкам нужно бегать . для них нужно покупать специальный корм которые советуют ветеренары .им нужны для развлечения игрушки,для морской свинки нужна клетка достаточно просторная как морским свинкам нужно бегать для них нужно покупать специальный корм которые советуют ветеренары им нужны для развлечения игрушки,7.54689446,морской свинка нужный клетка достаточно просторный морской свинка нужно бегать нужно покупать специальный корм который советовать ветеренара нужный развлечение игрушка,"7,912889336",7.321928095,1,2,0,0,1,"['морской', 'свинка', 'нужный', 'клетка', 'достаточно', 'просторный', 'морской', 'свинка', 'нужно', 'бегать', 'нужно', 'покупать', 'специальный', 'корм', 'который', 'советовать', 'ветеренара', 'нужный', 'развлечение', 'игрушка']"
17,52031962496,1 правильное питание и уход<div>2 разнообразные игрушки</div>,правильное питание и уход разнообразные игрушки,5.554588852,правильный питание уход разнообразный игрушка,"6,115178937",6.890446693,2.321928095,1,0,1,0,"['правильный', 'питание', 'уход', 'разнообразный', 'игрушка']"
18,52031057669,следить и ухаживать за ними . правильно кормить и лечить при болезнях.не остовлять их с открытой клеткой и не сожать их двоих,следить и ухаживать за ними правильно кормить и лечить при болезнях не оставлять их с открытой клеткой и не сажать их двоих,6.942514505,следить ухаживать правильно кормить лечить болезнь оставлять открытый клетка сажать двое,"7,476843393",3.060047384,1,0,1,0,0,"['следить', 'ухаживать', 'правильно', 'кормить', 'лечить', 'болезнь', 'оставлять', 'открытый', 'клетка', 'сажать', 'двое']"
19,52015616163,им нужна вода и еда и удобная комната,им нужна вода и еда и удобная комната,5.209453366,нужный вода удобный комната,"7,483694876",1.859174456,0,0,1,0,0,"['нужный', 'вода', 'удобный', 'комната']"
20,24024547543,играйте с ними по щаще и кормите,играйте с ними почаще и кормите,4.95419631,играть частый кормить,"6,339850003",7,0,1,0,1,0,"['играть', 'частый', 'кормить']"
21,24040496722,кормить её и заботится о ней,кормить её и заботится о ней,4.807354922,кормить заботиться,"5,672425342",5.491853096,0,0,1,0,0,"['кормить', 'заботиться']"
22,24016693113,"Большая клетка, две миски для корма и воды",большая клетка две миски для корма и воды,5.357552005,больший клетка миска корм вода,"5,781359714",6.523561956,0,1,0,1,0,"['больший', 'клетка', 'миска', 'корм', 'вода']"
23,52022285133,"надо купить клетку , семена",надо купить клетку семена,4.64385619,купить клетка семя,"6,340936068",6.711646327,0,0,1,0,0,"['купить', 'клетка', 'семя']"
24,24004476079,Ты будеш за ней ухаживать.И менять ей игрушки когда надо.,ты будешь за ней ухаживать и менять ей игрушки когда надо,5.832890014,ухаживать менять игрушка,"7,982993575",3.459431619,1,1,0,1,0,"['ухаживать', 'менять', 'игрушка']"
25,52017514222,морских свинок надо кормить купать играть и уделять&nbsp; &nbsp;им внимание,морских свинок надо кормить купать играть и уделять им внимание,5.977279923,морской свинка кормить купать играть уделять внимание,"10,14906879",0.6807744255,2,1,0,1,0,"['морской', 'свинка', 'кормить', 'купать', 'играть', 'уделять', 'внимание']"
26,24029408105,ухаживайте за животными<div>кладите им игрушки и чистите домик животного</div>,ухаживайте за животными кладите им игрушки и чистите домик животного,6.087462841,ухаживать животное класть игрушка чистить домик животное,"6,754887502",2.807354922,2.321928095,1,0,1,0,"['ухаживать', 'животное', 'класть', 'игрушка', 'чистить', 'домик', 'животное']"
27,52024081488,прятать лакомства в кокосовые скорлупки пустые кожурки от апельсинов под листьями салата и в картонных трубочках,прятать лакомства в кокосовые скорлупки пустые кожурки от апельсинов под листьями салата и в картонных трубочках,6.807354922,прятать лакомство кокосовый скорлупка пустой кожурка апельсин лист салат картонный трубочка,"7,627504702",6.484138131,0,1,0,1,0,"['прятать', 'лакомство', 'кокосовый', 'скорлупка', 'пустой', 'кожурка', 'апельсин', 'лист', 'салат', 'картонный', 'трубочка']"
28,24024576944,надо было кормушку,надо было кормушку,4.169925001,кормушка,"4,807354922",6.285402219,0,0,1,0,0,['кормушка']
29,52018224791,надо часто ее кормить и часто давать ей пить,надо часто ее кормить и часто давать ей пить,5.459431619,часто кормить часто давать пить,"6,533547775",5.378650337,0,0,1,0,0,"['часто', 'кормить', 'часто', 'давать', 'пить']"
30,52005830062,нужно убирать за ними регулярно кормить,нужно убирать за ними регулярно кормить,5.285402219,нужно убирать регулярно кормить,"6,451178136",4.988184769,0,0,1,0,0,"['нужно', 'убирать', 'регулярно', 'кормить']"
31,24023044370,за ней нужно ухаживеть,за ней нужно ухаживать,4.459431619,нужно ухаживать,"6,247927513",4.087462841,0,0,1,0,0,"['нужно', 'ухаживать']"
32,52020919953,"за ней надо хорошо ухаживать,и кормить",за ней надо хорошо ухаживать и кормить,5.247927513,ухаживать кормить,"8,195746214",5.974253963,0,0,1,0,0,"['ухаживать', 'кормить']"
33,24029300957,следить за ними и кормить их нужно поить водой и играть с ними и гулять и любить не обижать и не бить а если ты хочешь их дресиопивать то тогда их увожай,следить за ними и кормить их нужно поить водой и играть с ними и гулять и любить не обижать и не бить а если ты хочешь их дресиопивать то тогда их уважайте,7.276124405,следить кормить нужно поить вода играть гулять любить обижать бить хотеть дресиопивать уважать,"8,076815597",1.584962501,0,1,0,1,0,"['следить', 'кормить', 'нужно', 'поить', 'вода', 'играть', 'гулять', 'любить', 'обижать', 'бить', 'хотеть', 'дресиопивать', 'уважать']"
34,52026636073,следить за животным и его клеткой,следить за животным и его клеткой,5.044394119,следить животное клетка,"5,759235745",6.095312621,0,0,1,0,0,"['следить', 'животное', 'клетка']"
35,52018076441,нужно ухаживать за свинкой&nbsp;,нужно ухаживать за свинкой,4.700439718,нужно ухаживать свинка,"7,417118325",7.547364995,1,0,1,0,0,"['нужно', 'ухаживать', 'свинка']"
36,24029655097,заботиться он ней убирать кормить давать ей любимые лакомства,заботиться он ней убирать кормить давать ей любимые лакомства,5.930737338,заботиться убирать кормить давать любимый лакомство,"6,108524457",7.965784285,0,0,1,0,0,"['заботиться', 'убирать', 'кормить', 'давать', 'любимый', 'лакомство']"
37,24035788891,"купить свинке большую просторную клетку,что бы животному было место побегат.покупать свинке разнообразные игрушки что бы она не скучала",купить свинке большую просторную клетку чтобы животному было место побегать покупать свинке разнообразные игрушки чтобы она не скучала,7.06608919,купить свинка больший просторный клетка животный место побегать покупать свинка разнообразный игрушка скучать,"7,845490051",7.321928095,1,2,0,0,1,"['купить', 'свинка', 'больший', 'просторный', 'клетка', 'животный', 'место', 'побегать', 'покупать', 'свинка', 'разнообразный', 'игрушка', 'скучать']"
38,52029247540,чистое окружения хороший корм<div><br></div>,чистое окружения хороший корм,4.857980995,чистый окружение хороший корм,"5,455195687",3.812703577,2.807354922,0,1,0,0,"['чистый', 'окружение', 'хороший', 'корм']"
39,24002415060,Содержать аквариум в чистате.Почаще завликать животного игрой.<br>,содержать аквариум в чистоте почаще завлекать животного игрой,5.930737338,содержать аквариум чистота частый завлекать животное игра,"7,813781191",7.721099189,2,0,1,0,0,"['содержать', 'аквариум', 'чистота', 'частый', 'завлекать', 'животное', 'игра']"
40,24005085293,чтобы играли с ней и ухаживали,чтобы играли с ней и ухаживали,4.906890596,играть ухаживать,"5,857980995",5.129283017,0,1,0,1,0,"['играть', 'ухаживать']"
41,52017481856,она создаёт много шума и может вам помешать не надо ставить её рядом с абоями,она создаёт много шума и может вам помешать не надо ставить её рядом с обоями,6.266786541,создавать мочь помешать ставить рядом обои,"7,958790487",5.344366931,0,0,1,0,0,"['создавать', 'мочь', 'помешать', 'ставить', 'рядом', 'обои']"
42,24010818953,"покупайте ей специальный корм, меняйте ей игрушки<br>",покупайте ей специальный корм меняйте ей игрушки,5.584962501,покупать специальный корм менять игрушка,"7,247927513",7.409390936,1.584962501,1,0,1,0,"['покупать', 'специальный', 'корм', 'менять', 'игрушка']"
43,24018960899,как вы будите за ней ухаживать ? чем вы будите её кормить?,как вы будите за ней ухаживать чем вы будите её кормить,5.781359714,будить ухаживать будить кормить,"7,451211112",6.988684687,1,0,1,0,0,"['будить', 'ухаживать', 'будить', 'кормить']"
44,24022501310,нужно ухаживать за свинкой изучать уё,нужно ухаживать за свинкой изучать уё,5.209453366,нужно ухаживать свинка изучать,"7,129283017",6.727920455,0,0,1,0,0,"['нужно', 'ухаживать', 'свинка', 'изучать']"
45,52036738214,с морской свинкой нужно чаще играть<br>,с морской свинкой нужно чаще играть,5.129283017,морской свинка нужно частый играть,"7,435245202",1.82822536,1,1,0,1,0,"['морской', 'свинка', 'нужно', 'частый', 'играть']"
46,52026171495,Нужно чтобы было чисто.Нужно прятать лакомства что бы зверёнок догадался как достать вкусняшку,нужно чтобы было чисто нужно прятать лакомства чтобы зверёнок догадался как достать вкусняшку,6.539158811,нужно чисто нужно прятать лакомство зверёнок догадаться достать вкусняшка,"7,573026051",6.752186601,0,1,0,1,0,"['нужно', 'чисто', 'нужно', 'прятать', 'лакомство', 'зверёнок', 'догадаться', 'достать', 'вкусняшка']"
47,24008344425,"купить им просторную клетку, положить в клетку сено",купить им просторную клетку положить в клетку сено,5.64385619,купить просторный клетка положить клетка сено,"6,754887502",7.912889336,0,1,0,1,0,"['купить', 'просторный', 'клетка', 'положить', 'клетка', 'сено']"
48,24005798035,ккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккк,ккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккк,7.994353437,ккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккк,"6,339850003",3,0,0,1,0,0,['ккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккккк']
49,24037515637,кормить главное и поить,кормить главное и поить,4.523561956,кормить главное поить,"5,754887502",2,0,0,1,0,0,"['кормить', 'главное', 'поить']"
50,52007959881,её нельзя купать&nbsp; &nbsp; &nbsp;трогать пока они беремины,её нельзя купать трогать пока они беременны,5.426264755,купать трогать пока беременный,"7,190486466",2.288358562,2.584962501,0,1,0,0,"['купать', 'трогать', 'пока', 'беременный']"
51,24005301824,"кормить рыбой, менять воду",кормить рыбок менять воду,4.64385619,кормить рыбка менять вода,"6,285402219",8.055282436,0,0,1,0,0,"['кормить', 'рыбка', 'менять', 'вода']"
52,52038738089,умели ухаживать чтобы быть самостаятельным,умели ухаживать чтобы быть самостоятельным,5.392317423,уметь ухаживать самостоятельный,"6,471122414",1.49057013,0,0,1,0,0,"['уметь', 'ухаживать', 'самостоятельный']"
53,24006280262,купить ей тренажеры и правильный корм,купить ей тренажеры и правильный корм,5.209453366,купить тренажёр правильный корм,"6,339850003",6.169925001,0,2,0,0,1,"['купить', 'тренажёр', 'правильный', 'корм']"
54,52023788573,в нутрь клетки можно поставить колесо для бега и шуршащюю игрушку что бы зверек двигался,внутрь клетки можно поставить колесо для бега и шуршащую игрушку что бы зверек двигался,6.442943496,внутрь клетка поставить колесо шуршать игрушка зверёк двигаться,"7,397349482",6.575387973,0,1,0,1,0,"['внутрь', 'клетка', 'поставить', 'колесо', 'шуршать', 'игрушка', 'зверёк', 'двигаться']"
55,52031653732,"Кормить каждый день ,играть и менеть каждый день игрушки для интереса питомца.",кормить каждый день играть и менять каждый день игрушки для интереса питомца,6.247927513,кормить каждый день играть менять каждый день игрушка интерес питомец,"7,170626141",7.646292286,1,2,0,0,1,"['кормить', 'каждый', 'день', 'играть', 'менять', 'каждый', 'день', 'игрушка', 'интерес', 'питомец']"
56,24040228216,Создать им естественную среду прожевания<div>Давать им полезный и хороший корм</div>,создать им естественную среду проживания давать им полезный и хороший корм,6.209453366,создать естественный среда проживание давать полезный хороший корм,"6,409390936",7,2.321928095,1,0,1,0,"['создать', 'естественный', 'среда', 'проживание', 'давать', 'полезный', 'хороший', 'корм']"
57,24021754185,нужен особый уход.нЕЛЬЗЯ ПЕРЕКАМЛЕВАТЬ,нужен особый уход нельзя перекармливать,5.285402219,нужный особый уход перекармливать,"5,977279923",3.169925001,0,0,1,0,0,"['нужный', 'особый', 'уход', 'перекармливать']"
58,52021500068,играть сней и купить ей клетку&nbsp;,играть с ней и купить ей клетку,4.95419631,играть купить клетка,"6,323928447",4.219788069,1,1,0,1,0,"['играть', 'купить', 'клетка']"
59,52014988277,обязаьельно закрывать клетку<div>незабывать кормить свинку</div>,обязательно закрывать клетку не забывать кормить свинку,5.781359714,обязательно закрывать клетка забывать кормить свинка,"6,240791332",7.288515449,2.321928095,0,1,0,0,"['обязательно', 'закрывать', 'клетка', 'забывать', 'кормить', 'свинка']"
60,52007376102,если громко кричять ори могут мумереть,если громко кричать ори могут умереть,5.209453366,громко кричать мочь умереть,"6,639666296",3.777156666,0,0,1,0,0,"['громко', 'кричать', 'мочь', 'умереть']"
61,52009077143,Саня Ваня,саня ваня,3.169925001,саня ваня,"4,745775149",2.986774976,0,0,1,0,0,"['саня', 'ваня']"
62,24011720904,"ухаживать за ней, кормить её<br>",ухаживать за ней кормить её,4.754887502,ухаживать кормить,"7,087462841",5.672425342,1.584962501,0,1,0,0,"['ухаживать', 'кормить']"
63,52005493920,они добрые и милые,они добрые и милые,4.169925001,добрый милый,"6,602379674",1.813114191,0,0,1,0,0,"['добрый', 'милый']"
64,52022377573,"Сделать или купить специальные лабиринты для животного и колёсико для бега. Ещё можно сделать шуршащие, блестящие, звенящие предметы, так животное меньше скучает.",сделать или купить специальные лабиринты для животного и колёсико для бега ещё можно сделать шуршащие блестящие звенящие предметы так животное меньше скучает,7.294620749,сделать купить специальный лабиринт животное колёсико сделать шуршать блестящий звенящий предмет животное маленький скучать,"8,703304921",7.457348044,2.321928095,2,0,0,1,"['сделать', 'купить', 'специальный', 'лабиринт', 'животное', 'колёсико', 'сделать', 'шуршать', 'блестящий', 'звенящий', 'предмет', 'животное', 'маленький', 'скучать']"
65,24017578236,"1.сделать тринажеры, лабиринты<div>2.кормить лакомствами</div>",сделать тренажеры лабиринты кормить лакомствами,5.554588852,сделать тренажёр лабиринт кормить лакомство,"8,87036472",7.982993575,3,2,0,0,1,"['сделать', 'тренажёр', 'лабиринт', 'кормить', 'лакомство']"
66,52009418197,"купи клетку, купи корм,заней надо ухаживать",купи клетку купи корм за ней надо ухаживать,5.426264755,купить клетка купить корм ухаживать,"7,227471546",1.738983955,1,0,1,0,0,"['купить', 'клетка', 'купить', 'корм', 'ухаживать']"
67,52033608260,"Ему нужны опилки, еда, вода, домик.&nbsp;&nbsp;",ему нужны опилки еда вода домик,4.95419631,нужный опилка вода домик,"7,994805976",5.222804561,3,0,1,0,0,"['нужный', 'опилка', 'вода', 'домик']"
68,52007264101,Её нельзя ронять. Ей надо подстригать&nbsp; когти,её нельзя ронять ей надо подстригать когти,5.392317423,ронять подстригать коготь,"7,586944844",5.518409244,1.584962501,0,1,0,0,"['ронять', 'подстригать', 'коготь']"
69,24007580207,"Убираться за ними, ухаживать очень хорошо.",убираться за ними ухаживать очень хорошо,5.321928095,убираться ухаживать очень,"5,64385619",6.87036472,1,0,1,0,0,"['убираться', 'ухаживать', 'очень']"
70,52023791625,"просторная клетка,зёрна",просторная клетка зёрна,4.523561956,просторный клетка зерно,"6,119584434",7.303698567,0,1,0,1,0,"['просторный', 'клетка', 'зерно']"
71,24003468285,хорошо ухаживать за животным и побольше играть с ним,хорошо ухаживать за животными побольше играть с ним,5.672425342,ухаживать животное большой играть,"5,882643049",7.392317423,0,1,0,1,0,"['ухаживать', 'животное', 'большой', 'играть']"
72,52022603248,"морской свинке нужна клетка с колесом, нужно следить за ней",морской свинке нужна клетка с колесом нужно следить за ней,5.857980995,морской свинка нужный клетка колесо нужно следить,"8,025399833",7.348896311,0,1,0,1,0,"['морской', 'свинка', 'нужный', 'клетка', 'колесо', 'нужно', 'следить']"
73,52006676290,убиратся в клетке кормить удилять внимание&nbsp;,убираться в клетке кормить уделять внимание,5.426264755,убираться клетка кормить уделять внимание,"5,816318103",5.431689812,1,0,1,0,0,"['убираться', 'клетка', 'кормить', 'уделять', 'внимание']"
74,24009222138,"1) свинке нужна удобная клетка, в клетке свинке должно быть конфортно.<div>2) свинке нужныспециальные преспособления для питья для еды... .</div>",свинке нужна удобная клетка в клетке свинке должно быть комфортно свинке нужны специальные приспособления для питья для еды,6.942514505,свинка нужный удобный клетка клетка свинка должный комфортно свинка нужный специальный приспособление питие,"7,266786541",7.912889336,3.700439718,2,0,0,1,"['свинка', 'нужный', 'удобный', 'клетка', 'клетка', 'свинка', 'должный', 'комфортно', 'свинка', 'нужный', 'специальный', 'приспособление', 'питие']"
75,52031285579,ухаживайте внимательно и не давайте скучать,ухаживайте внимательно и не давайте скучать,5.426264755,ухаживать внимательно давать скучать,"6,208009949",8.181534937,0,1,0,1,0,"['ухаживать', 'внимательно', 'давать', 'скучать']"
76,52020790487,кормить фруктами и мыть в теплой воде,кормить фруктами и мыть в теплой воде,5.209453366,кормить фрукт мыть тёплый вода,"6,385776138",3.124162679,0,0,1,0,0,"['кормить', 'фрукт', 'мыть', 'тёплый', 'вода']"
77,52029938328,нужно давать им еду которую они употребляют в дикой среде обитания,нужно давать им еду которую они употребляют в дикой среде обитания,6.044394119,нужно давать который употреблять дикий среда обитание,"7,869229846",7.700786478,0,0,1,0,0,"['нужно', 'давать', 'который', 'употреблять', 'дикий', 'среда', 'обитание']"
78,24036293924,их можно завести только две,их можно завести только две,4.754887502,завести,"6,599912842",7.672425342,0,0,1,0,0,['завести']
79,52029194806,С морской свинкой надо играть делать ей комфортно так как ей будет скучно сидеть в клетке и ничего не делать представьте себя на её месте сидишь в клетке с утра до ночи и ничего не делаешь это же ужасно скучно! и кормить её разными лакомствами надо её лечить делать так чтобы она не скучала по дикой природе&nbsp;,с морской свинкой надо играть делать ей комфортно так как ей будет скучно сидеть в клетке и ничего не делать представьте себя на её месте сидишь в клетке с утра до ночи и ничего не делаешь это же ужасно скучно и кормить её разными лакомствами надо её лечить делать так чтобы она не скучала по дикой природе,8.257387843,морской свинка играть делать комфортно скучно сидеть клетка делать представить место сидеть клетка утро ночь делать ужасно скучно кормить разный лакомство лечить делать скучать дикий природа,"8,045939816",6.572222722,1.584962501,2,0,0,1,"['морской', 'свинка', 'играть', 'делать', 'комфортно', 'скучно', 'сидеть', 'клетка', 'делать', 'представить', 'место', 'сидеть', 'клетка', 'утро', 'ночь', 'делать', 'ужасно', 'скучно', 'кормить', 'разный', 'лакомство', 'лечить', 'делать', 'скучать', 'дикий', 'природа']"
80,52019868710,каждый день надо менять воду и уберать за ними,каждый день надо менять воду и убирать за ними,5.523561956,каждый день менять вода убирать,"7,883736882",7.761032567,0,0,1,0,0,"['каждый', 'день', 'менять', 'вода', 'убирать']"
81,24025252525,"частенько мойте клетку,делайте так чтобы ему было не скучно",частенько мойте клетку делайте так чтобы ему было не скучно,5.882643049,частенько мыть клетка делать скучно,"7,199672345",3.459431619,0,1,0,1,0,"['частенько', 'мыть', 'клетка', 'делать', 'скучно']"
82,24011905435,"1}&nbsp;<span style=""font-size: 18.9pt;"">для морской свинки нужна просторная и большая клетка с развлечениями</span><div><div><br></div><div>2}для неё нужны игрушки и колесо чтобы ей не было скучно</div></div>",для морской свинки нужна просторная и большая клетка с развлечениями для неё нужны игрушки и колесо чтобы ей не было скучно,6.942514505,морской свинка нужный просторный больший клетка развлечение нужный игрушка колесо скучно,"7,721099189",6.906890596,5.044394119,2,0,0,1,"['морской', 'свинка', 'нужный', 'просторный', 'больший', 'клетка', 'развлечение', 'нужный', 'игрушка', 'колесо', 'скучно']"
83,24029416038,следить за животным и не забывать о игре с животным,следить за животным и не забывать о игре с животным,5.672425342,следить животное забывать игра животное,"7,209453366",6.845490051,0,1,0,1,0,"['следить', 'животное', 'забывать', 'игра', 'животное']"
84,52015444652,хорошо ухаживать заздоровьем&nbsp; животного.&nbsp; чаще ходить к ветеринару. и играть сними.,хорошо ухаживать за здоровьем животного чаще ходить к ветеринару и играть с ними,6.321928095,ухаживать здоровье животное частый ходить ветеринар играть,"7,28872768",1.316725022,2.807354922,1,0,1,0,"['ухаживать', 'здоровье', 'животное', 'частый', 'ходить', 'ветеринар', 'играть']"
85,24005920076,поставить колесо для бега и обустроить клетку,поставить колесо для бега и обустроить клетку,5.491853096,поставить колесо обустроить клетка,"5,459431619",6.781359714,0,2,0,0,1,"['поставить', 'колесо', 'обустроить', 'клетка']"
86,24036678467,мыть клетку играть чтобы не скучала,мыть клетку играть чтобы не скучала,5.129283017,мыть клетка играть скучать,"6,523561956",6.554588852,0,1,0,1,0,"['мыть', 'клетка', 'играть', 'скучать']"
87,24028602964,морские свинки едят капусту морковку и им надо точить каждый год зубы,морские свинки едят капусту морковку и им надо точить каждый год зубы,6.108524457,морской свинка капуста морковка точить каждый,"8,022367813",5.832890014,0,0,1,0,0,"['морской', 'свинка', 'капуста', 'морковка', 'точить', 'каждый']"
